Sr no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Nashik,Manmad,Onion,Other,FAQ,651,2370,2060,7-Jun-24
2,Nashik,Manmad,Onion,Other,FAQ,560,2401,2000,6-Jun-24
3,Nashik,Manmad,Onion,Other,FAQ,716,2251,1850,5-Jun-24
4,Nashik,Manmad,Onion,Other,FAQ,600,2122,1750,4-Jun-24
5,Nashik,Manmad,Onion,Other,FAQ,500,2060,1740,3-Jun-24
6,Nashik,Manmad,Onion,Other,FAQ,451,1941,1500,1-Jun-24
7,Nashik,Manmad,Onion,Other,FAQ,400,2050,1800,31-May-24
8,Nashik,Manmad,Onion,Other,FAQ,400,2171,1950,30-May-24
9,Nashik,Manmad,Onion,Other,FAQ,300,2200,1850,29-May-24
10,Nashik,Manmad,Onion,Other,FAQ,500,2100,1800,28-May-24
11,Nashik,Manmad,Onion,Other,FAQ,290,2051,1700,27-May-24
12,Nashik,Manmad,Onion,Other,FAQ,360,1769,1500,25-May-24
13,Nashik,Manmad,Onion,Other,FAQ,264,1900,1650,24-May-24
14,Nashik,Manmad,Onion,Other,FAQ,500,1767,1400,23-May-24
15,Nashik,Manmad,Onion,Other,FAQ,500,1795,1430,22-May-24
16,Nashik,Manmad,Onion,Other,FAQ,500,1798,1500,21-May-24
17,Nashik,Manmad,Onion,Other,FAQ,300,1850,1580,18-May-24
18,Nashik,Manmad,Onion,Other,FAQ,300,1839,1530,17-May-24
19,Nashik,Manmad,Onion,Other,FAQ,200,1800,1550,16-May-24
20,Nashik,Manmad,Onion,Other,FAQ,390,1820,1580,15-May-24
21,Nashik,Manmad,Onion,Other,FAQ,301,1861,1570,14-May-24
22,Nashik,Manmad,Onion,Other,FAQ,300,1805,1500,13-May-24
23,Nashik,Manmad,Onion,Other,FAQ,405,1600,1460,11-May-24
24,Nashik,Manmad,Onion,Other,FAQ,300,1700,1450,9-May-24
25,Nashik,Manmad,Onion,Other,FAQ,202,1640,1400,8-May-24
26,Nashik,Manmad,Onion,Other,FAQ,400,1784,1500,7-May-24
27,Nashik,Manmad,Onion,Other,FAQ,480,1910,1550,6-May-24
28,Nashik,Manmad,Onion,Red,FAQ,250,1425,1251,28-Mar-24
29,Nashik,Manmad,Onion,Other,FAQ,540,1570,1476,28-Mar-24
30,Nashik,Manmad,Onion,Red,FAQ,700,1486,1350,27-Mar-24
31,Nashik,Manmad,Onion,Other,FAQ,485,1582,1450,27-Mar-24
32,Nashik,Manmad,Onion,Red,FAQ,558,1439,1200,26-Mar-24
33,Nashik,Manmad,Onion,Other,FAQ,604,1560,1350,26-Mar-24
34,Nashik,Manmad,Onion,Red,FAQ,722,1269,1000,23-Mar-24
35,Nashik,Manmad,Onion,Other,FAQ,1001,1362,1130,23-Mar-24
36,Nashik,Manmad,Onion,Red,FAQ,350,1285,1130,22-Mar-24
37,Nashik,Manmad,Onion,Other,FAQ,1040,1352,1257,22-Mar-24
38,Nashik,Manmad,Onion,Red,FAQ,422,1340,1250,21-Mar-24
39,Nashik,Manmad,Onion,Other,FAQ,887,1434,1300,21-Mar-24
40,Nashik,Manmad,Onion,Red,FAQ,310,1324,1210,20-Mar-24
41,Nashik,Manmad,Onion,Other,FAQ,601,1383,1250,20-Mar-24
42,Nashik,Manmad,Onion,Red,FAQ,300,1320,1100,19-Mar-24
43,Nashik,Manmad,Onion,Other,FAQ,420,1438,1300,19-Mar-24
44,Nashik,Manmad,Onion,Red,FAQ,270,1360,1100,18-Mar-24
45,Nashik,Manmad,Onion,Other,FAQ,420,1492,1300,18-Mar-24
46,Nashik,Manmad,Onion,Red,FAQ,305,1465,1300,16-Mar-24
47,Nashik,Manmad,Onion,Red,FAQ,407,1600,1450,15-Mar-24
48,Nashik,Manmad,Onion,Red,FAQ,500,1692,1500,14-Mar-24
49,Nashik,Manmad,Onion,Red,FAQ,400,1671,1500,13-Mar-24
50,Nashik,Manmad,Onion,Red,FAQ,400,1718,1550,12-Mar-24
51,Nashik,Manmad,Onion,Red,FAQ,300,1900,1600,11-Mar-24
52,Nashik,Manmad,Onion,Red,FAQ,300,2001,1750,9-Mar-24
53,Nashik,Manmad,Onion,Red,FAQ,400,1948,1700,8-Mar-24
54,Nashik,Manmad,Onion,Red,FAQ,400,2100,1950,7-Mar-24
55,Nashik,Manmad,Onion,Red,FAQ,500,2070,1750,6-Mar-24
56,Nashik,Manmad,Onion,Red,FAQ,500,1896,1700,5-Mar-24
57,Nashik,Manmad,Onion,Red,FAQ,400,1801,1575,4-Mar-24
58,Nashik,Manmad,Onion,Red,FAQ,400,1827,1600,2-Mar-24
59,Nashik,Manmad,Onion,Red,FAQ,300,1761,1550,1-Mar-24
60,Nashik,Manmad,Onion,Red,FAQ,400,1785,1550,29-Feb-24
61,Nashik,Manmad,Onion,Red,FAQ,400,1834,1650,28-Feb-24
62,Nashik,Manmad,Onion,Red,FAQ,400,1801,1550,27-Feb-24
63,Nashik,Manmad,Onion,Red,FAQ,500,1865,1625,24-Feb-24
64,Nashik,Manmad,Onion,Red,FAQ,500,1800,1550,23-Feb-24
65,Nashik,Manmad,Onion,Red,FAQ,300,1489,1200,22-Feb-24
66,Nashik,Manmad,Onion,Red,FAQ,300,1625,1300,21-Feb-24
67,Nashik,Manmad,Onion,Red,FAQ,300,1721,1500,20-Feb-24
68,Nashik,Manmad,Onion,Red,FAQ,300,1320,1200,16-Feb-24
69,Nashik,Manmad,Onion,Red,FAQ,400,1388,1250,15-Feb-24
70,Nashik,Manmad,Onion,Red,FAQ,300,1366,1266,14-Feb-24
71,Nashik,Manmad,Onion,Red,FAQ,300,1339,1100,13-Feb-24
72,Nashik,Manmad,Onion,Red,FAQ,300,1337,1100,12-Feb-24
73,Nashik,Manmad,Onion,Red,FAQ,300,1270,1050,11-Feb-24
74,Nashik,Manmad,Onion,Red,FAQ,200,1260,1000,10-Feb-24
75,Nashik,Manmad,Onion,Red,FAQ,200,1251,1000,9-Feb-24
76,Nashik,Manmad,Onion,Red,FAQ,200,1300,1000,8-Feb-24
77,Nashik,Manmad,Onion,Red,FAQ,200,1263,1000,7-Feb-24
78,Nashik,Manmad,Onion,Red,FAQ,200,1366,1050,6-Feb-24
79,Nashik,Manmad,Onion,Red,FAQ,300,1300,1100,5-Feb-24
80,Nashik,Manmad,Onion,Red,FAQ,200,1392,1150,3-Feb-24
81,Nashik,Manmad,Onion,Red,FAQ,205,1474,1180,2-Feb-24
82,Nashik,Manmad,Onion,Red,FAQ,305,1520,1300,1-Feb-24
83,Nashik,Manmad,Onion,Red,FAQ,300,1381,1150,31-Jan-24
84,Nashik,Manmad,Onion,Red,FAQ,250,1271,1050,30-Jan-24
85,Nashik,Manmad,Onion,Red,FAQ,200,1251,950,29-Jan-24
86,Nashik,Manmad,Onion,Red,FAQ,200,1220,800,27-Jan-24
87,Nashik,Manmad,Onion,Red,FAQ,200,1186,900,25-Jan-24
88,Nashik,Manmad,Onion,Red,FAQ,2168,2288,2251,24-Jan-24
89,Nashik,Manmad,Onion,Red,FAQ,200,1440,1200,23-Jan-24
90,Nashik,Manmad,Onion,Red,FAQ,300,1557,1375,20-Jan-24
91,Nashik,Manmad,Onion,Red,FAQ,200,1610,1400,19-Jan-24
92,Nashik,Manmad,Onion,Red,FAQ,300,1591,1320,18-Jan-24
93,Nashik,Manmad,Onion,Red,FAQ,200,1670,1450,17-Jan-24
94,Nashik,Manmad,Onion,Red,FAQ,300,1708,1600,15-Jan-24
95,Nashik,Manmad,Onion,Red,FAQ,300,1819,1650,13-Jan-24
96,Nashik,Manmad,Onion,Red,FAQ,400,1872,1650,12-Jan-24
97,Nashik,Manmad,Onion,Red,FAQ,200,1913,1700,11-Jan-24
98,Nashik,Manmad,Onion,Red,FAQ,410,2079,1800,10-Jan-24
99,Nashik,Manmad,Onion,Red,FAQ,200,2111,1850,9-Jan-24
100,Nashik,Manmad,Onion,Red,FAQ,300,2030,1800,8-Jan-24
101,Nashik,Manmad,Onion,Red,FAQ,800,2013,1800,6-Jan-24
102,Nashik,Manmad,Onion,Red,FAQ,500,1908,1600,5-Jan-24
103,Nashik,Manmad,Onion,Red,FAQ,200,1903,1700,4-Jan-24
104,Nashik,Manmad,Onion,Red,FAQ,400,2180,1800,3-Jan-24
105,Nashik,Manmad,Onion,Red,FAQ,500,2151,1950,2-Jan-24
106,Nashik,Manmad,Onion,Red,FAQ,500,2043,1900,1-Jan-24
107,Nashik,Manmad,Onion,Red,FAQ,700,1760,1550,30-Dec-23
108,Nashik,Manmad,Onion,Red,FAQ,500,1674,1450,29-Dec-23
109,Nashik,Manmad,Onion,Red,FAQ,300,1801,1550,28-Dec-23
110,Nashik,Manmad,Onion,White,FAQ,713,1598,1431,28-Dec-23
111,Nashik,Manmad,Onion,Red,FAQ,400,1675,1400,27-Dec-23
112,Nashik,Manmad,Onion,Red,FAQ,500,1711,1500,26-Dec-23
113,Nashik,Manmad,Onion,Red,FAQ,500,1774,1450,25-Dec-23
114,Nashik,Manmad,Onion,Red,FAQ,500,1848,1600,23-Dec-23
115,Nashik,Manmad,Onion,Red,FAQ,400,2051,1750,22-Dec-23
116,Nashik,Manmad,Onion,Other,FAQ,911,1495,1340,22-Dec-23
117,Nashik,Manmad,Onion,Red,FAQ,600,2021,1700,21-Dec-23
118,Nashik,Manmad,Onion,Other,FAQ,1001,2050,1493,21-Dec-23
119,Nashik,Manmad,Onion,Red,FAQ,500,2121,1900,20-Dec-23
120,Nashik,Manmad,Onion,Other,FAQ,1081,1760,1630,20-Dec-23
121,Nashik,Manmad,Onion,Red,FAQ,1000,2280,2000,19-Dec-23
122,Nashik,Manmad,Onion,Other,FAQ,700,1842,1500,19-Dec-23
123,Nashik,Manmad,Onion,Red,FAQ,500,2198,1950,18-Dec-23
124,Nashik,Manmad,Onion,Other,FAQ,1000,2228,1910,18-Dec-23
125,Nashik,Manmad,Onion,Red,FAQ,700,2024,1850,16-Dec-23
126,Nashik,Manmad,Onion,Other,FAQ,1000,2445,2100,16-Dec-23
127,Nashik,Manmad,Onion,Red,FAQ,200,2110,1800,15-Dec-23
128,Nashik,Manmad,Onion,Other,FAQ,600,2301,1800,15-Dec-23
129,Nashik,Manmad,Onion,Red,FAQ,500,2190,1900,14-Dec-23
130,Nashik,Manmad,Onion,Other,FAQ,520,2300,1612,14-Dec-23
131,Nashik,Manmad,Onion,Red,FAQ,300,2255,1850,13-Dec-23
132,Nashik,Manmad,Onion,Other,FAQ,600,2050,1750,13-Dec-23
133,Nashik,Manmad,Onion,Red,FAQ,200,2601,2200,12-Dec-23
134,Nashik,Manmad,Onion,Other,FAQ,1800,2671,2300,12-Dec-23
135,Nashik,Manmad,Onion,Red,FAQ,811,2633,2250,11-Dec-23
136,Nashik,Manmad,Onion,Other,FAQ,1453,2700,2580,11-Dec-23
137,Nashik,Manmad,Onion,Other,FAQ,1000,3050,2600,8-Dec-23
138,Nashik,Manmad,Onion,Red,FAQ,1000,3980,3400,7-Dec-23
139,Nashik,Manmad,Onion,Other,FAQ,1800,3799,3400,7-Dec-23
140,Nashik,Manmad,Onion,Red,FAQ,1000,4051,3600,6-Dec-23
141,Nashik,Manmad,Onion,Other,FAQ,1500,3860,3500,6-Dec-23
142,Nashik,Manmad,Onion,Red,FAQ,1900,4250,3600,5-Dec-23
143,Nashik,Manmad,Onion,Other,FAQ,2000,3788,3400,5-Dec-23
144,Nashik,Manmad,Onion,Red,FAQ,1500,4109,3500,4-Dec-23
145,Nashik,Manmad,Onion,Other,FAQ,1700,3799,3500,4-Dec-23
146,Nashik,Manmad,Onion,Red,FAQ,1400,4000,3500,2-Dec-23
147,Nashik,Manmad,Onion,Other,FAQ,1700,3725,3400,2-Dec-23
148,Nashik,Manmad,Onion,Red,FAQ,1400,3986,3400,30-Nov-23
149,Nashik,Manmad,Onion,Other,FAQ,1700,3700,3350,30-Nov-23
150,Nashik,Manmad,Onion,Red,FAQ,1500,4051,3700,29-Nov-23
151,Nashik,Manmad,Onion,Other,FAQ,1875,4040,3750,29-Nov-23
152,Nashik,Manmad,Onion,Red,FAQ,1050,4500,4200,28-Nov-23
153,Nashik,Manmad,Onion,Other,FAQ,2000,4371,4000,28-Nov-23
154,Nashik,Manmad,Onion,Red,FAQ,1000,3841,3500,25-Nov-23
155,Nashik,Manmad,Onion,Other,FAQ,1200,3498,3200,25-Nov-23
156,Nashik,Manmad,Onion,Red,FAQ,1000,4331,3500,24-Nov-23
157,Nashik,Manmad,Onion,Other,FAQ,1300,3600,3200,24-Nov-23
158,Nashik,Manmad,Onion,Red,FAQ,1500,4470,3700,23-Nov-23
159,Nashik,Manmad,Onion,Other,FAQ,1700,3416,3100,23-Nov-23
160,Nashik,Manmad,Onion,Red,FAQ,1300,4352,3600,22-Nov-23
161,Nashik,Manmad,Onion,Other,FAQ,1000,3175,2800,22-Nov-23
162,Nashik,Manmad,Onion,Red,FAQ,1280,4500,3600,21-Nov-23
163,Nashik,Manmad,Onion,Other,FAQ,1000,3275,3000,21-Nov-23
164,Nashik,Manmad,Onion,Red,FAQ,1000,4200,3600,20-Nov-23
165,Nashik,Manmad,Onion,Other,FAQ,1000,3302,2700,20-Nov-23
166,Nashik,Manmad,Onion,Other,FAQ,800,3745,3100,8-Nov-23
167,Nashik,Manmad,Onion,Red,FAQ,900,3600,2800,7-Nov-23
168,Nashik,Manmad,Onion,Other,FAQ,1000,3850,3200,7-Nov-23
169,Nashik,Manmad,Onion,Red,FAQ,1000,3700,3000,6-Nov-23
170,Nashik,Manmad,Onion,Other,FAQ,1000,3726,3100,6-Nov-23
171,Nashik,Manmad,Onion,Other,FAQ,700,3576,2900,4-Nov-23
172,Nashik,Manmad,Onion,Red,FAQ,1800,3300,3000,3-Nov-23
173,Nashik,Manmad,Onion,Other,FAQ,1000,3900,3400,3-Nov-23
174,Nashik,Manmad,Onion,Other,FAQ,1000,4095,3500,2-Nov-23
175,Nashik,Manmad,Onion,Other,FAQ,1000,4216,3900,1-Nov-23
176,Nashik,Manmad,Onion,Other,FAQ,1601,4700,4000,31-Oct-23
177,Nashik,Manmad,Onion,Other,FAQ,1800,5199,4400,30-Oct-23
178,Nashik,Manmad,Onion,Other,FAQ,1601,4949,4600,28-Oct-23
179,Nashik,Manmad,Onion,Other,FAQ,1000,5250,4500,27-Oct-23
180,Nashik,Manmad,Onion,Other,FAQ,1800,4900,4400,26-Oct-23
181,Nashik,Manmad,Onion,Other,FAQ,1700,4700,4200,25-Oct-23
182,Nashik,Manmad,Onion,Other,FAQ,1500,4100,3700,24-Oct-23
183,Nashik,Manmad,Onion,Other,FAQ,1000,4100,3700,23-Oct-23
184,Nashik,Manmad,Onion,Other,FAQ,501,3405,3000,21-Oct-23
185,Nashik,Manmad,Onion,Other,FAQ,700,3375,3000,20-Oct-23
186,Nashik,Manmad,Onion,Other,FAQ,800,3551,3100,19-Oct-23
187,Nashik,Manmad,Onion,Other,FAQ,700,3476,3000,18-Oct-23
188,Nashik,Manmad,Onion,Other,FAQ,900,3500,3100,17-Oct-23
189,Nashik,Manmad,Onion,Other,FAQ,550,3100,2750,16-Oct-23
190,Nashik,Manmad,Onion,Other,FAQ,500,2640,2300,13-Oct-23
191,Nashik,Manmad,Onion,Other,FAQ,550,2656,2300,12-Oct-23
192,Nashik,Manmad,Onion,Other,FAQ,500,2470,2100,11-Oct-23
193,Nashik,Manmad,Onion,Other,FAQ,500,2411,2100,10-Oct-23
194,Nashik,Manmad,Onion,Other,FAQ,600,2540,2050,9-Oct-23
195,Nashik,Manmad,Onion,Other,FAQ,500,2459,2000,7-Oct-23
196,Nashik,Manmad,Onion,Other,FAQ,500,2451,2000,6-Oct-23
197,Nashik,Manmad,Onion,Other,FAQ,400,2525,2000,5-Oct-23
198,Nashik,Manmad,Onion,Other,FAQ,400,2401,2000,4-Oct-23
199,Nashik,Manmad,Onion,Other,FAQ,502,2350,1900,3-Oct-23
200,Nashik,Manmad,Onion,Other,FAQ,400,2351,2000,18-Sep-23
201,Nashik,Manmad,Onion,Other,FAQ,300,2201,1900,16-Sep-23
202,Nashik,Manmad,Onion,Other,FAQ,300,2070,1700,15-Sep-23
203,Nashik,Manmad,Onion,Other,FAQ,300,2070,1700,14-Sep-23
204,Nashik,Manmad,Onion,Other,FAQ,400,2052,1800,13-Sep-23
205,Nashik,Manmad,Onion,Other,FAQ,400,2140,1900,11-Sep-23
206,Nashik,Manmad,Onion,Other,FAQ,300,2311,1850,9-Sep-23
207,Nashik,Manmad,Onion,Other,FAQ,300,2296,1900,8-Sep-23
208,Nashik,Manmad,Onion,Other,FAQ,300,2339,1950,7-Sep-23
209,Nashik,Manmad,Onion,Other,FAQ,500,2404,2000,6-Sep-23
210,Nashik,Manmad,Onion,Other,FAQ,300,2360,1950,5-Sep-23
211,Nashik,Manmad,Onion,Other,FAQ,300,2452,2050,4-Sep-23
212,Nashik,Manmad,Onion,Other,FAQ,400,2468,2100,2-Sep-23
213,Nashik,Manmad,Onion,Other,FAQ,400,2500,2250,1-Sep-23
214,Nashik,Manmad,Onion,Other,FAQ,300,2391,2000,31-Aug-23
215,Nashik,Manmad,Onion,Other,FAQ,500,2224,1950,29-Aug-23
216,Nashik,Manmad,Onion,Other,FAQ,300,2108,1920,28-Aug-23
217,Nashik,Manmad,Onion,Other,FAQ,350,2120,1900,26-Aug-23
218,Nashik,Manmad,Onion,Other,FAQ,300,2185,1900,25-Aug-23
219,Nashik,Manmad,Onion,Other,FAQ,300,2411,2000,24-Aug-23
220,Nashik,Manmad,Onion,Other,FAQ,500,2425,2000,21-Aug-23
221,Nashik,Manmad,Onion,Other,FAQ,350,2321,2000,19-Aug-23
222,Nashik,Manmad,Onion,Other,FAQ,400,2375,2000,18-Aug-23
223,Nashik,Manmad,Onion,Other,FAQ,500,2569,2100,17-Aug-23
224,Nashik,Manmad,Onion,Other,FAQ,500,2701,2250,16-Aug-23
225,Nashik,Manmad,Onion,Other,FAQ,500,2470,2200,14-Aug-23
226,Nashik,Manmad,Onion,Other,FAQ,500,2700,2250,12-Aug-23
227,Nashik,Manmad,Onion,Other,FAQ,500,2711,2400,11-Aug-23
228,Nashik,Manmad,Onion,Other,FAQ,500,2300,2000,10-Aug-23
229,Nashik,Manmad,Onion,Other,FAQ,500,1971,1600,9-Aug-23
230,Nashik,Manmad,Onion,Other,FAQ,500,2105,1800,8-Aug-23
231,Nashik,Manmad,Onion,Other,FAQ,500,2051,1750,7-Aug-23
232,Nashik,Manmad,Onion,Other,FAQ,500,1860,1600,5-Aug-23
233,Nashik,Manmad,Onion,Other,FAQ,300,1675,1400,4-Aug-23
234,Nashik,Manmad,Onion,Other,FAQ,500,1630,1450,3-Aug-23
235,Nashik,Manmad,Onion,Other,FAQ,300,1599,1300,2-Aug-23
236,Nashik,Manmad,Onion,Other,FAQ,200,1599,1250,1-Aug-23
237,Nashik,Manmad,Onion,Other,FAQ,250,1670,1200,31-Jul-23
238,Nashik,Manmad,Onion,Other,FAQ,300,1588,1250,28-Jul-23
239,Nashik,Manmad,Onion,Other,FAQ,200,1470,1100,27-Jul-23
240,Nashik,Manmad,Onion,Other,FAQ,200,1575,1200,26-Jul-23
241,Nashik,Manmad,Onion,Other,FAQ,200,1550,1200,25-Jul-23
242,Nashik,Manmad,Onion,Other,FAQ,200,1590,1150,24-Jul-23
243,Nashik,Manmad,Onion,Other,FAQ,150,1460,1100,22-Jul-23
244,Nashik,Manmad,Onion,Other,FAQ,200,1523,1150,21-Jul-23
245,Nashik,Manmad,Onion,Other,FAQ,200,1600,1275,20-Jul-23
246,Nashik,Manmad,Onion,Other,FAQ,200,1566,1250,19-Jul-23
247,Nashik,Manmad,Onion,Other,FAQ,200,1600,1275,18-Jul-23
248,Nashik,Manmad,Onion,Other,FAQ,200,1551,1200,17-Jul-23
249,Nashik,Manmad,Onion,Other,FAQ,150,1425,1100,15-Jul-23
250,Nashik,Manmad,Onion,Other,FAQ,200,1502,1100,14-Jul-23
251,Nashik,Manmad,Onion,Other,FAQ,200,1554,1100,13-Jul-23
252,Nashik,Manmad,Onion,Other,FAQ,200,1680,1200,12-Jul-23
253,Nashik,Manmad,Onion,Other,FAQ,200,1700,1150,11-Jul-23
254,Nashik,Manmad,Onion,Other,FAQ,200,1600,1150,10-Jul-23
255,Nashik,Manmad,Onion,Other,FAQ,200,1600,1250,8-Jul-23
256,Nashik,Manmad,Onion,Other,FAQ,200,1650,1300,7-Jul-23
257,Nashik,Manmad,Onion,Other,FAQ,200,1581,1200,6-Jul-23
258,Nashik,Manmad,Onion,Other,FAQ,200,1534,1200,5-Jul-23
259,Nashik,Manmad,Onion,Other,FAQ,300,1775,1300,4-Jul-23
260,Nashik,Manmad,Onion,Other,FAQ,400,1600,1200,30-Jun-23
261,Nashik,Manmad,Onion,Other,FAQ,263,1701,1200,28-Jun-23
262,Nashik,Manmad,Onion,Other,FAQ,300,1700,1100,27-Jun-23
263,Nashik,Manmad,Onion,Other,FAQ,200,1300,975,26-Jun-23
264,Nashik,Manmad,Onion,Other,FAQ,175,1201,875,24-Jun-23
265,Nashik,Manmad,Onion,Other,FAQ,100,1175,850,23-Jun-23
266,Nashik,Manmad,Onion,Other,FAQ,100,1201,850,22-Jun-23
267,Nashik,Manmad,Onion,Other,FAQ,125,1276,875,21-Jun-23
268,Nashik,Manmad,Onion,Other,FAQ,100,1276,875,20-Jun-23
269,Nashik,Manmad,Onion,Other,FAQ,100,1112,750,19-Jun-23
270,Nashik,Manmad,Onion,Other,FAQ,101,1056,750,17-Jun-23
271,Nashik,Manmad,Onion,Other,FAQ,100,1255,800,16-Jun-23
272,Nashik,Manmad,Onion,Other,FAQ,100,1275,820,15-Jun-23
273,Nashik,Manmad,Onion,Other,FAQ,110,1300,850,14-Jun-23
274,Nashik,Manmad,Onion,Other,FAQ,110,1200,820,13-Jun-23
275,Nashik,Manmad,Onion,Other,FAQ,110,1170,810,12-Jun-23
276,Nashik,Manmad,Onion,Other,FAQ,100,1199,750,10-Jun-23
277,Nashik,Manmad,Onion,Other,FAQ,110,1201,800,9-Jun-23
278,Nashik,Manmad,Onion,Other,FAQ,110,1176,700,8-Jun-23
279,Nashik,Manmad,Onion,Other,FAQ,110,1176,750,7-Jun-23
280,Nashik,Manmad,Onion,Other,FAQ,200,1181,810,6-Jun-23
281,Nashik,Manmad,Onion,Other,FAQ,180,1151,700,5-Jun-23
282,Nashik,Manmad,Onion,Other,FAQ,140,1154,600,3-Jun-23
283,Nashik,Manmad,Onion,Other,FAQ,100,1091,600,2-Jun-23
284,Nashik,Manmad,Onion,Other,FAQ,100,1212,710,1-Jun-23
285,Nashik,Manmad,Onion,Other,FAQ,100,1199,700,31-May-23
286,Nashik,Manmad,Onion,Other,FAQ,100,1152,600,30-May-23
287,Nashik,Manmad,Onion,Other,FAQ,100,1251,600,29-May-23
288,Nashik,Manmad,Onion,Other,FAQ,161,1133,600,27-May-23
289,Nashik,Manmad,Onion,Other,FAQ,100,1122,500,26-May-23
290,Nashik,Manmad,Onion,Other,FAQ,100,1150,550,25-May-23
291,Nashik,Manmad,Onion,Other,FAQ,100,1076,550,24-May-23
292,Nashik,Manmad,Onion,Other,FAQ,100,912,500,23-May-23
293,Nashik,Manmad,Onion,Other,FAQ,100,900,400,22-May-23
294,Nashik,Manmad,Onion,Other,FAQ,100,901,425,20-May-23
295,Nashik,Manmad,Onion,Other,FAQ,100,900,450,19-May-23
296,Nashik,Manmad,Onion,Other,FAQ,100,953,500,18-May-23
297,Nashik,Manmad,Onion,Other,FAQ,100,981,510,17-May-23
298,Nashik,Manmad,Onion,Other,FAQ,100,933,650,16-May-23
299,Nashik,Manmad,Onion,Other,FAQ,150,1001,650,15-May-23
300,Nashik,Manmad,Onion,Other,FAQ,100,933,700,13-May-23
301,Nashik,Manmad,Onion,Other,FAQ,101,902,700,12-May-23
302,Nashik,Manmad,Onion,Other,FAQ,101,768,550,11-May-23
303,Nashik,Manmad,Onion,Other,FAQ,101,907,690,10-May-23
304,Nashik,Manmad,Onion,Other,FAQ,101,925,710,9-May-23
305,Nashik,Manmad,Onion,Other,FAQ,101,995,710,8-May-23
306,Nashik,Manmad,Onion,Other,FAQ,100,931,770,6-May-23
307,Nashik,Manmad,Onion,Other,FAQ,101,949,750,5-May-23
308,Nashik,Manmad,Onion,Other,FAQ,101,931,770,4-May-23
309,Nashik,Manmad,Onion,Other,FAQ,101,934,760,3-May-23
310,Nashik,Manmad,Onion,Other,FAQ,101,815,650,2-May-23
311,Nashik,Manmad,Onion,Other,FAQ,200,800,650,28-Apr-23
312,Nashik,Manmad,Onion,Red,FAQ,100,540,400,26-Apr-23
313,Nashik,Manmad,Onion,Other,FAQ,101,833,680,26-Apr-23
314,Nashik,Manmad,Onion,Red,FAQ,100,617,500,25-Apr-23
315,Nashik,Manmad,Onion,Other,FAQ,101,786,640,25-Apr-23
316,Nashik,Manmad,Onion,Red,FAQ,100,621,500,24-Apr-23
317,Nashik,Manmad,Onion,Other,FAQ,101,760,600,24-Apr-23
318,Nashik,Manmad,Onion,Other,FAQ,101,719,600,21-Apr-23
319,Nashik,Manmad,Onion,Red,FAQ,100,561,400,20-Apr-23
320,Nashik,Manmad,Onion,Other,FAQ,101,778,600,20-Apr-23
321,Nashik,Manmad,Onion,Red,FAQ,100,644,500,19-Apr-23
322,Nashik,Manmad,Onion,Other,FAQ,101,740,610,19-Apr-23
323,Nashik,Manmad,Onion,Red,FAQ,100,563,480,18-Apr-23
324,Nashik,Manmad,Onion,Other,FAQ,101,772,610,18-Apr-23
325,Nashik,Manmad,Onion,Red,FAQ,100,625,490,17-Apr-23
326,Nashik,Manmad,Onion,Other,FAQ,100,763,550,17-Apr-23
327,Nashik,Manmad,Onion,Red,FAQ,200,675,550,15-Apr-23
328,Nashik,Manmad,Onion,Other,FAQ,200,860,700,15-Apr-23
329,Nashik,Manmad,Onion,Red,FAQ,200,737,600,13-Apr-23
330,Nashik,Manmad,Onion,Other,FAQ,201,875,700,13-Apr-23
331,Nashik,Manmad,Onion,Red,FAQ,200,717,600,12-Apr-23
332,Nashik,Manmad,Onion,Other,FAQ,201,821,700,12-Apr-23
333,Nashik,Manmad,Onion,Red,FAQ,100,722,600,11-Apr-23
334,Nashik,Manmad,Onion,Other,FAQ,201,835,700,11-Apr-23
335,Nashik,Manmad,Onion,Red,FAQ,100,694,550,10-Apr-23
336,Nashik,Manmad,Onion,Other,FAQ,201,832,700,10-Apr-23
337,Nashik,Manmad,Onion,Red,FAQ,200,730,600,8-Apr-23
338,Nashik,Manmad,Onion,Other,FAQ,400,990,720,8-Apr-23
339,Nashik,Manmad,Onion,Red,FAQ,100,751,620,7-Apr-23
340,Nashik,Manmad,Onion,Other,FAQ,201,904,700,7-Apr-23
341,Nashik,Manmad,Onion,Red,FAQ,200,719,550,31-Mar-23
342,Nashik,Manmad,Onion,Red,FAQ,100,670,550,29-Mar-23
343,Nashik,Manmad,Onion,Red,FAQ,200,730,600,28-Mar-23
344,Nashik,Manmad,Onion,Other,FAQ,201,916,750,28-Mar-23
345,Nashik,Manmad,Onion,Red,FAQ,200,762,600,27-Mar-23
346,Nashik,Manmad,Onion,Other,FAQ,400,990,750,27-Mar-23
347,Nashik,Manmad,Onion,Red,FAQ,200,839,650,25-Mar-23
348,Nashik,Manmad,Onion,Other,FAQ,400,990,800,25-Mar-23
349,Nashik,Manmad,Onion,Red,FAQ,200,837,600,24-Mar-23
350,Nashik,Manmad,Onion,Other,FAQ,401,1100,900,24-Mar-23
351,Nashik,Manmad,Onion,Red,FAQ,200,901,725,23-Mar-23
352,Nashik,Manmad,Onion,Other,FAQ,601,1203,900,23-Mar-23
